,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
74,Quixeramobim,13,BR,1560474080,95,-5.2,-39.3,71.39840000000007,2.5053686448000003
75,Den Helder,90,NL,1560474081,93,52.96,4.76,57.992,13.869004998000001
76,Arlit,56,NE,1560474081,14,18.74,7.39,100.01840000000003,3.8475304188
77,Santa Helena,25,BR,1560474081,94,-2.23,-45.3,74.09840000000005,2.2816750158
78,New Norfolk,75,AU,1560474082,62,-42.78,147.06,57.00200000000008,8.052970644
79,Jamestown,77,AU,1560474065,84,-33.21,138.6,54.29840000000006,10.6925554662
80,Esso,90,RU,1560474082,51,55.93,158.7,52.13840000000008,2.9974946286
81,Shasta Lake,36,US,1560474082,23,40.68,-122.36,100.4,11.408375078999999
82,Hervey Bay,0,AU,1560474083,77,-25.3,152.85,82.00400000000005,4.6975662090000005
83,Batemans Bay,100,AU,1560474083,83,-35.71,150.18,59.0,5.9949892572
84,Tual,100,ID,1560474083,81,-5.67,132.75,81.4784,21.1837866663
85,Makakilo City,20,US,1560474083,55,21.35,-158.09,89.6,11.408375078999999
86,Kiruna,10,SE,1560474084,81,67.86,20.23,42.8,4.6975662090000005
87,Ise,75,JP,1560474084,69,34.5,136.72,78.99800000000002,20.803507497000002
88,Dingle,98,PH,1560474084,60,11.0,122.67,87.23840000000008,6.3976377894
89,Blagoyevo,0,RU,1560474084,69,63.37,47.92,36.11840000000002,7.113457402200001
90,Kudat,75,MY,1560474085,78,6.89,116.84,82.4,8.052970644
91,Norman Wells,75,CA,1560474085,71,65.28,-126.83,51.8,9.171438789
92,Burgos,90,ES,1560474083,87,42.34,-3.7,50.0,12.750536853
93,Pryazha,100,RU,1560474085,81,61.69,33.62,48.2,4.47387258
94,Maxixe,58,MZ,1560474085,90,-23.86,35.35,64.01840000000001,8.1648174585
95,Ust-Kuyga,40,RU,1560474086,47,70.0,135.55,52.49840000000006,7.9634931924000005
96,Hambantota,20,LK,1560474086,94,6.12,81.12,80.6,11.408375078999999
97,Camacha,40,PT,1560474086,72,33.08,-16.33,62.6,5.816034354
98,Puerto Ayora,75,EC,1560474086,73,-0.74,-90.35,77.0,14.987473143
99,Orlik,100,RU,1560474086,74,52.51,99.83,52.318400000000025,3.4672512495000003
100,Coahuayana,79,MX,1560474087,36,18.62,-100.35,94.79840000000007,2.5501073705999997
101,Polunochnoye,62,RU,1560474087,64,60.87,60.43,40.0784,10.714924829100001
102,Senneterre,90,CA,1560473877,100,48.39,-77.24,55.400000000000006,5.816034354
103,Tessalit,61,ML,1560474087,23,20.2,1.01,96.7784,11.8333929741
104,Pasni,54,PK,1560474087,27,25.26,63.48,87.05840000000003,2.3264137416
105,Mandalgovi,89,MN,1560474088,25,45.76,106.27,67.79840000000007,15.4795991268
106,Belyy Yar,0,RU,1560474088,77,53.6,91.39,62.6,2.23693629
107,Hamilton,40,CA,1560474089,93,43.26,-79.87,60.8,9.171438789
108,Marigot,20,HT,1560474089,51,18.23,-72.32,86.0,16.105941288
109,Tautira,75,PF,1560474089,66,-17.73,-149.15,84.2,5.816034354
110,Port-Gentil,96,GA,1560474089,80,-0.72,8.78,76.0784,11.9899785144
111,Lebu,75,ET,1560474090,87,8.96,38.73,59.0,6.934502499000001
112,Kieta,100,PG,1560474090,68,-6.22,155.63,85.25840000000005,7.8963851037
113,Uray,55,RU,1560474090,66,60.13,64.8,41.69840000000006,11.632068708
114,Kikwit,9,CD,1560474091,34,-5.04,18.82,75.17840000000001,1.9461345723
115,Macklin,93,CA,1560474091,68,52.34,-109.94,69.41840000000002,5.1896921928
116,Sao Joao da Barra,2,BR,1560474091,96,-21.64,-41.05,68.69840000000006,3.131710806
117,Fallon,1,US,1560474091,30,46.84,-105.12,84.2,9.171438789
118,Juneau,75,US,1560474017,52,58.3,-134.42,64.4,5.816034354
119,Inhambane,58,MZ,1560474092,90,-23.87,35.38,64.01840000000001,8.1648174585
120,Novaya Lyalya,49,RU,1560474092,71,59.05,60.6,38.99840000000006,6.6660701442
121,Baykit,76,RU,1560474092,78,61.68,96.39,60.41840000000002,11.9899785144
122,Alyangula,44,AU,1560474093,94,-13.85,136.42,75.2,3.355404435
123,Linxia,100,CN,1560474093,91,35.6,103.21,54.83840000000008,2.3264137416
124,Kysyl-Syr,77,RU,1560474093,49,63.9,122.77,57.898400000000066,5.816034354
125,Khorramshahr,0,IR,1560474093,35,30.43,48.18,86.0,4.6975662090000005
126,Kotido,76,UG,1560474094,92,3.01,34.12,65.63840000000008,2.3264137416
127,Trincomalee,100,LK,1560474094,74,8.58,81.23,82.01840000000001,10.1556907566
128,Malyye Derbety,15,RU,1560474094,41,47.95,44.68,63.4784,18.119183949
129,Lompoc,1,US,1560473985,77,34.64,-120.46,73.00400000000005,8.052970644
130,Hendek,20,TR,1560474095,93,40.8,30.75,60.8,1.118468145
131,Chifeng,0,CN,1560474095,35,42.27,118.96,62.5784,15.3901216752
132,Merauke,92,ID,1560474095,77,-8.49,140.4,80.75840000000005,18.4323550296
133,Kahului,20,US,1560474096,45,20.89,-156.47,87.80000000000001,19.461345722999997
134,Bayan,86,MN,1560474096,41,47.25,107.54,60.238400000000084,5.0331066525
135,Shahrud,58,IR,1560474097,79,36.42,54.97,52.678399999999996,2.7738009996
136,Hukuntsi,0,BW,1560474097,25,-23.98,21.76,49.79840000000006,7.5161059344
137,Bumiayu,100,ID,1560474097,89,-8.01,112.64,70.49840000000006,5.301539007300001
138,Awjilah,2,LY,1560474097,15,29.14,21.3,91.3784,3.4001431608
139,Tateyama,0,JP,1560474098,44,36.66,137.31,82.99400000000009,4.6975662090000005
140,Swift Current,75,CA,1560473806,49,50.29,-107.8,73.4,8.052970644
141,Gafargaon,100,BD,1560474098,76,24.46,90.55,85.79840000000007,2.3264137416
142,Saint-Paul,0,FR,1560474098,29,45.22,1.9,62.6,6.934502499000001
143,Laguna,40,MX,1560474099,32,27.52,-110.01,95.0,10.289906934
144,Kerema,89,PG,1560474099,79,-7.96,145.78,81.4784,9.350393692199999
145,Porto Walter,21,BR,1560474102,67,-8.27,-72.74,78.41840000000002,1.2750536852999999
146,Haukipudas,0,FI,1560474102,62,65.17,25.5,55.99400000000007,3.355404435
147,Coquimbo,20,CL,1560473863,87,-29.95,-71.34,51.998000000000026,3.355404435
148,Georgetown,75,GY,1560473804,78,6.8,-58.16,82.4,11.408375078999999
149,Lima,90,PE,1560473861,82,-12.06,-77.04,64.4,9.171438789
150,Gravdal,39,NO,1560474104,71,59.79,5.78,60.00800000000001,13.869004998000001
151,Yumen,100,CN,1560474105,52,40.29,97.04,63.29840000000006,20.602183230900003
152,San Jeronimo,0,PE,1560474105,67,-13.65,-73.37,42.238400000000084,2.3711524674
153,Mahibadhoo,98,MV,1560474105,80,3.78,72.97,83.09840000000005,9.8872584018
154,Santa Fe,62,AR,1560474106,92,-31.62,-60.7,69.99800000000002,5.9949892572
155,Santa Catarina Ixtahuacan,75,GT,1560474106,94,14.8,-91.37,77.0,6.934502499000001
156,Kavaratti,100,IN,1560474106,79,10.57,72.64,83.99840000000006,22.2351467226
157,Adjumani,90,UG,1560474106,96,3.38,31.79,66.89840000000007,2.8856478141
158,Ilulissat,82,GL,1560474107,75,69.22,-51.1,44.6,3.355404435
159,Sitka,96,US,1560474108,61,37.17,-99.65,71.75840000000005,24.6286685529
160,Henties Bay,0,NA,1560474108,50,-22.12,14.28,65.81840000000003,7.3371510311999995
161,Sabang,100,PH,1560474108,78,13.72,123.58,85.43840000000009,9.171438789
162,Tiksi,83,RU,1560474108,62,71.64,128.87,38.45840000000004,6.1739441604
163,Ortigueira,0,ES,1560474108,93,43.68,-7.85,55.004000000000055,2.23693629
164,Hokitika,75,NZ,1560474109,68,-42.72,170.96,57.898400000000066,0.8724051531
165,Cidreira,92,BR,1560474109,68,-30.17,-50.22,70.85840000000005,9.7083034986
166,Eldoret,0,KE,1560474109,93,0.52,35.27,57.2,4.6975662090000005
167,Upernavik,92,GL,1560474110,91,72.79,-56.15,35.39840000000006,1.0960987821000001
168,Veliki Preslav,79,BG,1560474110,82,43.16,26.81,66.71840000000003,4.2949176768
169,Saint Anthony,90,US,1560474110,52,43.97,-111.68,71.6,15.3677523123
170,Great Yarmouth,100,GB,1560474110,87,52.61,1.73,55.99400000000007,11.408375078999999
171,Ostrovnoy,72,RU,1560474110,75,68.05,39.51,43.678399999999996,5.2120615557
172,Bunbury,75,GB,1560474111,93,53.12,-2.65,51.00800000000001,3.355404435
173,Lorengau,84,PG,1560474111,75,-2.02,147.27,83.2784,2.684323548
174,Kiama,0,AU,1560473892,54,-34.67,150.86,62.00600000000003,11.408375078999999
175,Antofagasta,75,CL,1560474111,82,-23.65,-70.4,57.2,16.105941288
176,Zhezkazgan,70,KZ,1560474112,75,47.8,67.71,66.35840000000005,7.247673579600001
177,Viseu,20,PT,1560474077,93,40.66,-7.91,55.99400000000007,1.118468145
178,Guatire,94,VE,1560474112,66,10.47,-66.54,73.99400000000009,6.5989620555
179,Okhotsk,0,RU,1560474112,55,59.36,143.24,52.318400000000025,5.3462777331
180,Laizhou,100,CN,1560474113,80,37.18,119.93,68.33840000000009,13.8242662722
181,Iwanai,91,JP,1560474113,49,42.97,140.51,65.45840000000004,10.3122762969
182,Lata,0,IN,1560474113,54,30.78,78.62,36.65840000000004,9.5964566841
183,Nemuro,75,JP,1560474113,93,43.32,145.57,53.6,9.171438789
184,Rawson,100,AR,1560474113,98,-43.3,-65.11,48.178399999999996,3.3777737979
185,Chai Nat,100,TH,1560474114,81,15.18,100.13,79.67840000000001,8.500357902
186,Caravelas,4,BR,1560474114,85,-17.73,-39.27,73.91840000000002,5.480493910500001
187,Kazachinskoye,37,RU,1560474114,67,57.69,93.28,66.89840000000007,9.6411954099
188,Orichi,35,RU,1560474118,81,58.4,49.06,42.95840000000004,5.301539007300001
189,Celestun,100,MX,1560474118,79,20.87,-90.4,84.35840000000005,12.4597351353
190,Honggang,0,CN,1560474118,72,29.51,114.87,74.45840000000004,1.789549032
191,Atar,45,MR,1560474120,18,20.52,-13.05,89.93840000000009,7.4266284828
192,Samarai,100,PG,1560474121,69,-10.62,150.67,79.67840000000001,6.509484603900001
193,Bundaberg,0,AU,1560474121,77,-24.87,152.35,82.00400000000005,4.6975662090000005
194,Necochea,100,AR,1560473861,97,-38.55,-58.74,57.992,11.0057265468
195,Ejea de los Caballeros,96,ES,1560474121,45,42.13,-1.14,66.2,8.052970644
196,Naze,40,NG,1560474121,94,5.43,7.07,75.2,3.3777737979
197,Sugod,100,PH,1560474122,75,12.99,124.08,84.35840000000005,5.1896921928
198,Tecoanapa,75,MX,1560474122,74,16.99,-99.26,86.0,4.4067644913
199,Victoria,75,BN,1560474123,83,5.28,115.24,82.4,3.355404435
200,Ponta do Sol,10,BR,1560474123,89,-20.63,-46.0,61.858400000000046,3.8251610559
201,Haines Junction,62,CA,1560474123,30,60.75,-137.51,64.73840000000008,1.9237652094
202,Tuatapere,100,NZ,1560474123,84,-46.13,167.69,53.99600000000005,6.7779169587
203,Knysna,0,ZA,1560474124,43,-34.04,23.05,46.4,2.23693629
204,Tilichiki,21,RU,1560474124,30,60.47,166.1,69.23840000000008,6.0620973459
205,Mosquera,40,CO,1560474124,72,4.71,-74.23,59.0,4.6975662090000005
206,Pangnirtung,89,CA,1560474124,68,66.15,-65.72,41.8784,3.4225125237
207,Castleisland,75,IE,1560474124,87,52.23,-9.46,50.0,6.934502499000001
208,Formosa,0,AR,1560474125,78,-26.19,-58.17,75.2,13.869004998000001
209,Buraydah,0,SA,1560474125,27,26.33,43.97,91.4,16.105941288
210,Viedma,100,AR,1560473858,91,-40.81,-62.99,53.03840000000008,13.1531853852
211,Lynchburg,1,US,1560474060,49,37.41,-79.14,73.4,6.934502499000001
212,Mujiayingzi,0,CN,1560474126,43,42.12,118.78,62.21840000000002,10.200429482399999
213,Jardim,89,BR,1560474126,61,-21.48,-56.15,70.85840000000005,6.039727983000001
214,Dubuque,1,US,1560474127,42,42.5,-90.66,69.99800000000002,5.816034354
215,Asasa,55,ET,1560474127,89,7.1,39.2,51.778400000000005,4.7646742977
216,Bonavista,68,CA,1560474127,87,48.65,-53.11,44.00600000000003,12.996599844899999
217,Moron,91,VE,1560474128,91,10.49,-68.2,75.89840000000007,2.7514316367
218,Thinadhoo,79,MV,1560474128,73,0.53,72.93,83.2784,3.8475304188
219,San Cristobal,75,EC,1560474128,82,-0.39,-78.55,59.0,6.934502499000001
220,Saraland,40,US,1560474128,61,30.82,-88.07,84.2,4.3843951284000005
221,Zhigansk,45,RU,1560474129,44,66.77,123.37,54.65840000000004,7.0463493135
222,Rio Gallegos,75,AR,1560474076,80,-51.62,-69.22,33.8,5.816034354
223,Faanui,20,PF,1560474129,73,-16.48,-151.75,82.19840000000006,18.0520758603
224,Lufilufi,2,WS,1560474132,70,-13.87,-171.6,86.0,12.079455966000001
225,Riyadh,24,SA,1560473847,16,24.63,46.72,86.0,2.23693629
226,Lashio,88,MM,1560474133,82,22.93,97.75,75.35840000000005,0.38027916930000005
227,San Felipe,100,CL,1560474133,99,-32.75,-70.73,46.004000000000055,4.9883679267000005
228,Mandurah,75,AU,1560473864,100,-32.55,115.7,53.99600000000005,8.052970644
229,Pryozerne,0,UA,1560474134,82,49.42,24.47,66.2,8.94774516
230,Xunchang,30,CN,1560474134,78,28.45,104.71,77.51840000000001,1.0737294192
231,Tuni,40,BO,1560474134,93,-16.67,-68.14,41.0,4.6975662090000005
232,Russell,0,AR,1560474135,53,-33.01,-68.8,51.8,4.6975662090000005
233,Eureka,90,US,1560474135,100,40.8,-124.16,60.00800000000001,8.052970644
234,Salalah,75,OM,1560474135,79,17.01,54.1,87.80000000000001,1.118468145
235,Roebourne,4,AU,1560474136,27,-20.77,117.15,62.75840000000004,17.5823192394
236,Pangody,98,RU,1560474136,70,65.85,74.49,33.7784,15.1216893204
237,Elizabeth City,1,US,1560474103,78,36.3,-76.22,77.0,11.3188976274
238,Prescott,1,US,1560474010,12,34.54,-112.47,96.00800000000001,16.105941288
239,Florianopolis,0,BR,1560474035,94,-27.6,-48.55,69.80000000000001,4.6975662090000005
240,Axim,57,GH,1560474136,78,4.87,-2.24,79.13840000000008,7.3371510311999995
241,Shihezi,0,CN,1560474137,39,44.3,86.03,68.8784,7.4042591199
242,Iskateley,31,RU,1560474137,84,67.68,53.15,35.39840000000006,18.1639226748
243,Narsaq,1,GL,1560474137,43,60.91,-46.05,55.400000000000006,6.934502499000001
244,Ust-Karsk,0,RU,1560474138,33,52.71,118.82,66.17840000000001,1.3197924111
245,Ocumare del Tuy,99,VE,1560474139,66,10.11,-66.78,73.99400000000009,4.7199355719
246,Marsa Matruh,0,EG,1560474139,88,31.35,27.25,71.6,10.289906934
247,Gobabis,0,NA,1560474139,42,-22.45,18.97,44.6,1.118468145
248,Anshun,94,CN,1560474139,89,26.25,105.93,66.89840000000007,5.3462777331
249,Saint-Augustin,100,FR,1560474139,93,44.83,-0.61,57.992,4.6975662090000005
250,Kochi,75,IN,1560474140,94,9.96,76.25,80.99600000000005,4.0712240478
251,Harqalah,0,SY,1560474140,63,35.96,38.95,73.73840000000008,15.882247658999999
252,Bulgan,100,MN,1560474140,58,48.81,103.53,61.318400000000025,3.131710806
253,Moroto,57,UG,1560474141,85,2.53,34.66,66.71840000000003,3.7804223301
254,Smithers,75,CA,1560474141,43,54.78,-127.17,69.80000000000001,17.224409433
255,Fortuna,0,ES,1560474142,52,38.18,-1.13,71.00600000000003,9.171438789
256,Halifax,90,CA,1560473957,71,44.65,-63.58,57.00200000000008,8.052970644
257,Lakselv,0,NO,1560474142,81,70.05,24.96,48.2,2.23693629
258,Severo-Kurilsk,100,RU,1560474143,88,50.68,156.12,42.05840000000004,2.684323548
259,Chippewa Falls,40,US,1560474143,37,44.94,-91.39,69.80000000000001,5.816034354
260,Saumur,1,FR,1560474028,76,47.26,-0.08,57.2,4.6975662090000005
261,Arman,0,RU,1560474144,51,59.7,150.17,54.83840000000008,5.592340725
262,Jacmel,20,HT,1560474144,51,18.24,-72.54,86.0,16.105941288
263,Sydney Mines,90,CA,1560474144,47,46.24,-60.22,62.00600000000003,5.816034354
264,Garissa,100,KE,1560474144,67,-0.46,39.64,78.05840000000003,19.0363278279
265,Aripuana,100,BR,1560474145,69,-9.17,-60.63,77.51840000000001,1.8566571207
266,Saint-Leu,90,RE,1560474008,88,-21.15,55.28,68.0,12.750536853
267,Rio Brilhante,87,BR,1560474146,68,-21.8,-54.54,70.85840000000005,5.816034354
268,Los Llanos de Aridane,90,ES,1560473862,72,28.66,-17.92,66.2,5.816034354
269,Tibati,86,CM,1560474146,97,6.47,12.63,66.53840000000008,2.5277380077
270,Sao Miguel do Araguaia,4,BR,1560474149,51,-13.28,-50.16,76.61840000000002,2.3935218303
271,Sawtell,53,AU,1560474149,64,-30.38,153.1,69.80000000000001,11.408375078999999
272,Igrim,100,RU,1560474149,72,63.19,64.42,38.45840000000004,8.8806370713
273,Lardos,20,GR,1560474149,69,36.09,28.02,77.0,6.934502499000001
274,Nipawin,75,CA,1560474150,93,53.36,-104.02,60.8,8.052970644
275,Neryungri,100,RU,1560474150,79,56.66,124.71,49.25840000000004,4.2054402252
276,Staraya Poltavka,0,RU,1560474150,63,50.48,46.48,51.41840000000002,10.7820329178
277,Beisfjord,2,NO,1560474150,81,68.38,17.6,48.992,13.869004998000001
278,Columbia,1,US,1560473871,38,38.95,-92.33,75.00200000000008,8.052970644
279,Esperance,20,TT,1560474151,83,10.24,-61.45,78.99800000000002,3.355404435
280,San Ramon de la Nueva Oran,53,AR,1560474151,89,-23.13,-64.33,70.31840000000003,2.7290622738
281,Teya,90,MX,1560474151,94,21.05,-89.07,75.2,6.934502499000001
282,Vestmanna,100,FO,1560474151,87,62.16,-7.17,46.4,10.289906934
283,Gizo,40,IL,1560474151,78,31.8,34.94,73.4,5.816034354
284,Mackenzie,90,CA,1560474152,40,55.34,-123.09,68.0,9.171438789
285,Reconquista,100,AR,1560474152,62,-29.14,-59.64,76.9784,11.7215461596
286,Mamlyutka,42,KZ,1560474152,87,54.94,68.54,42.7784,9.5069792325
287,Ati,95,TD,1560474153,35,13.21,18.34,95.15840000000004,7.247673579600001
288,Eufaula,1,US,1560474153,39,31.89,-85.15,80.00600000000003,3.355404435
289,Williamsport,75,US,1560474156,100,41.25,-77.0,60.8,8.052970644
290,Kulhudhuffushi,100,MV,1560474156,83,6.62,73.07,83.63840000000008,15.546707215500001
291,Srednekolymsk,16,RU,1560474156,34,67.46,153.71,76.43840000000009,9.3056549664
292,French Harbor,20,HN,1560474157,74,16.35,-86.43,84.2,20.803507497000002
293,Dongdu,34,CN,1560474157,50,35.85,117.7,75.71840000000003,3.9593772333
294,Vaitape,20,PF,1560474157,73,-16.52,-151.75,82.19840000000006,18.0520758603
295,Gushikawa,90,JP,1560474157,88,26.35,127.87,78.80000000000001,9.171438789
296,Berlevag,14,NO,1560474158,85,70.86,29.09,41.51840000000002,20.2442734245
297,Yeppoon,20,AU,1560474158,60,-23.13,150.74,73.4,1.118468145
